"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"V25"	"HV0a"	2	"V25"	"V"	"HV0"	"HV"	"HV"	"HV"	"HumanOmni5-4-v1-0-D"	0	0	1	0	"4. MacroPhylo"	"Other"	FALSE
"C1b*2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D1h2"	"D4"	3	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"A+152+16362"	2	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2c1c"	"B2"	3	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C1c"	2	"C"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2c"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2v1a"	"A+152+16362"	6	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D1i2"	"D4"	3	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2m*2"	"A2m"	1	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1i1"	"D4"	3	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2a"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H94"	"H94"	0	"H94"	"H"	"H94"	"H"	"HV"	"HV"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1h*"	"D1h*"	0	"D1"	"D"	"D1"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1k"	"D4"	2	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2j"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D1"	"D4"	1	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2m"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b7a"	"C"	5	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2d"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2ai"	"A+152+16362"	4	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b14*"	"C1b14"	1	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2"	"A+152+16362"	1	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"W8"	"W"	2	"W8"	"W"	"W"	"W"	"N2"	"N2"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2aj"	"A2aj"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"H10e"	"H"	3	"H10"	"H"	"H"	"H"	"HV"	"HV"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2s"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H10e"	"H"	3	"H10"	"H"	"H"	"H"	"HV"	"HV"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"A2q1"	2	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)"	"A+152+16362"	2	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2l*"	"B2l*"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2l*"	"B2l*"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b3"	"C1b3"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2d1a"	"A+152+16362"	5	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2g2"	"B2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2o*"	"A+152+16362"	5	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2n"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2u"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2an*"	"A2an*"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b11*2"	"C1b11*2"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D2a1b"	"D2a1"	1	"D2"	"D"	"D2"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D2a1a"	"D2a1"	1	"D2"	"D"	"D2"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2b1"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1d1"	"C1d1"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2b1"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1b1*"	"C"	4	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2c1b"	"B2"	3	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2b1"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2v1+152"	"A+152+16362"	5	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1b7a"	"C"	5	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D2a1a"	"D2a1"	1	"D2"	"D"	"D2"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2i1"	"B2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1e"	"D4"	2	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2m*3"	"A2m"	1	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2u"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1a1"	"D4"	3	"D1"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2a"	"A2a"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4-v1-0-D"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D2a"	"D2a"	0	"D2"	"D"	"D2"	"D"	"D"	"D"	"HumanOmni5-4-v1-0-D"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2b1"	"A+152+16362"	3	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2"	"A+152+16362"	1	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"A+152+16362"	2	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2ap"	"A+152+16362"	4	"A2"	"A"	"A"	"A"	"A"	"A"	"HumanOmni5-4-v1-0-D"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2z"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L1b1a3"	"L1b"	4	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a3"	"L1b"	4	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2k1a"	"A2j*"	5	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b3a*1"	"B2b3a"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2z"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2z"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L3d1b1"	"L3d1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a7a"	"L1b1a7a"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2am"	"N7"	8	"A2"	"A"	"N7"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L0a1b1a1"	"L0a"	7	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"K1a4a1h*"	"K1a4a"	3	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"J2a1a1"	"J2a1a"	1	"J2"	"J"	"J2"	"J"	"JT"	"JT"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"J2a1a1"	"J2a1a"	1	"J2"	"J"	"J2"	"J"	"JT"	"JT"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"U5b2b3a"	"U5b2"	3	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b+152"	"L3"	5	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C1c"	2	"C"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"C1b4"	"C1b4"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e1e2"	"L3e1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"J1c2e"	"J1c"	2	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b3a*1"	"B2b3a"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c3b1a"	"L1c3"	4	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c3b1a"	"L1c3b"	2	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2k1a"	"A2j*"	5	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2k*"	"A2g"	3	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b4"	"C1b4"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b4"	"C1b4"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U2e1a1"	"U2e1'2'3"	3	"U2"	"U"	"U2"	"U"	"UK"	"UK"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e1e2"	"L3e1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e1e2"	"L3e1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2k1a"	"A2j*"	5	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"J1b1a1"	"J1b1a"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L0a1a2"	"L0a"	5	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2ac1"	"A2ac"	1	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)+@16111"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D4h3a6"	"D4h3a"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2c2*"	4	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2q*"	"A2q*"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2c2*"	4	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2am"	"N7"	8	"A2"	"A"	"N7"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"H1b"	"H1"	2	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"U4b1b1"	"U"	8	"U4"	"U"	"U"	"U"	"UK"	"UK"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U4b1b1"	"U"	8	"U4"	"U"	"U"	"U"	"UK"	"UK"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2ah"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"H13a1b"	"H"	4	"H13"	"H"	"H"	"H"	"HV"	"HV"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2*4"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L2b1a3"	"L2b"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b2"	"C"	3	"C1"	"C"	"C"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2b3a*1"	"B2b3a"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b3a*1"	"B2b3a"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3b1a+@16124"	"L3b"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3b1a+@16124"	"L3b"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c*2"	"L2c"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b2a"	"L1b2"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3d4"	"L3c'd"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w1*2"	"A2w1*2"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L0a1b1a"	"L0a"	6	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L0a1b1a"	"L0a"	6	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"M1a1i"	"M1a1"	1	"M1"	"M"	"M1"	"M"	"M*"	"M*"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2w"	"A2w"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"HumanOmni5-4v1-1_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1l1b"	"L2a1"	5	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"J1b1a1"	"J1b1a"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"HumanOmni5-4v1-1_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C1c"	2	"C"	"C"	"C1"	"C"	"M8"	"M8"	"HumanOmni5-4v1-1_A"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2z"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2*4"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"HumanOmni5-4v1-1_A"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
